id,author,description,clean
229,@ahmadkumaidi,Konten yg bikin bingung masyarakat..sana bilang aja sama menteri perdagangan dan perindustrian suruh stop aja,konten yg bikin bingung masyarakatsana bilang aja sama menteri perdagangan dan perindustrian suruh stop aja
230,@gandostapepa7043,"Ya udah makan ketela aja dan nggak usah mandi ,gitu aja repot",ya udah makan ketela aja dan nggak usah mandi gitu aja repot
231,@user-lt5lq8zx6c,Sari wangi bukan produk Israel bukan bermaksud dukung israel tapi sari wangi produk Indonesia jangan sok tau maaf,sari wangi bukan produk israel bukan bermaksud dukung israel tapi sari wangi produk indonesia jangan sok tau maaf
232,@vitoalfatih2557,Bukan begitu kansudah dipastikan ada tulisan halal atau bpom kan produk nya boleh dibeli saya aja beli aqua aja gkpp kita menyebut israel itu yahudi karnadulu jaman nabi musa kaumnya bani israil,bukan begitu kansudah dipastikan ada tulisan halal atau bpom kan produk nya boleh dibeli saya aja beli aqua aja gkpp kita menyebut israel itu yahudi karnadulu jaman nabi musa kaumnya bani israil
233,@nainunis3686,Bang tolong kasih tau apa-apa aja logo logo produk Israel,bang tolong kasih tau apaapa aja logo logo produk israel
234,@user-sx3dx2my5y,Pembodohan.karakter.,pembodohankarakter
235,@sintaalexcne,"kalau sudah punya produk produk yg di "" BOIKOT "" karena membela Israel. tolong sekali jagan di buang, kalau sudah tau BOIKOT jagan di beli, karena barang yg sudah dibeli lalu di buang tidak berdampak bagi Israel, Palestina, dan perusahaan tsb. sedangkan support itu harus berdampak, sedangkan banyak sekali yg membakar produk produk tersebut yg ada merusak dan pencemaran lingkungan indonesia. FREE PALESTINE !",kalau sudah punya produk produk yg di boikot karena membela israel tolong sekali jagan di buang kalau sudah tau boikot jagan di beli karena barang yg sudah dibeli lalu di buang tidak berdampak bagi israel palestina dan perusahaan tsb sedangkan support itu harus berdampak sedangkan banyak sekali yg membakar produk produk tersebut yg ada merusak dan pencemaran lingkungan indonesia free palestine
236,@jaenalarifin521,Itu camera buatan siapa?,itu camera buatan siapa
237,@foxygd3634,Woy aku pakek barang barang nya😭😭😭,woy aku pakek barang barang nya
238,@aitheaaithea4425,Mkcihh pncerahnny bang😢😢,mkcihh pncerahnny bang
239,@rsgaming-vo4yb,Yang penting halal,yang penting halal
240,@vinavinaa8487,Ka kenapa yang gaboleh masih ada di iklan,ka kenapa yang gaboleh masih ada di iklan
241,@user-lv1er5zg8p,"Mending cari tau dulu, biar lebih jelas, jgn sok tau gini, MUI aja bilang itu hoax, yg produk israel itu PUMA, bukan Unilever. Lain kli di cari tau dulu sebelum menyebar luaskan berita yang masih belum tentu kebenarannya",mending cari tau dulu biar lebih jelas jgn sok tau gini mui aja bilang itu hoax yg produk israel itu puma bukan unilever lain kli di cari tau dulu sebelum menyebar luaskan berita yang masih belum tentu kebenarannya
242,@arlynnfolke,ketika lu bego:,ketika lu bego
243,@jimun3391,Pepsodent?. Itu Made Israel?. Kok Gak ada tulisannya dari Israel?.,pepsodent itu made israel kok gak ada tulisannya dari israel
244,@sukarni4118,Kecap Bango kan benar benar kecap Indonesia kok GK di beli sih 😮😔,kecap bango kan benar benar kecap indonesia kok gk di beli sih
245,@leexiangdoo8367,Kalo lu dukung palestin kirim uang jangan dengan keadaan palestine sekarang lu jadikan ladang lo cari cuan bngsat,kalo lu dukung palestin kirim uang jangan dengan keadaan palestine sekarang lu jadikan ladang lo cari cuan bngsat
246,@leexiangdoo8367,Yt juga pendukung israel .. Knp lu masih nyari cuan d yt.. Dasar dungu,yt juga pendukung israel knp lu masih nyari cuan yt dasar dungu
247,@anikeka9119,iya bnr boikot.mntul,iya bnr boikotmntul
249,@senantiasasuccess8640,Dari tayangan ini kita bisa belajar dan menilai bahwa hampir seluruh barang kebutuhan primer itu produk orang luar? Pribumi Indonesia mana suaranya? hanya bisa jadi konsumen. Pribumi yang hanya tau tinggal pake. otak impoten tidak produktif heunceut sia!! 😱,dari tayangan ini kita bisa belajar dan menilai bahwa hampir seluruh barang kebutuhan primer itu produk orang luar pribumi indonesia mana suaranya hanya bisa jadi konsumen pribumi yang hanya tau tinggal pake otak impoten tidak produktif heunceut sia
250,@ajimaulana7065,Yg mene tukan itu halal danharam hanya Allah SWt bukan manusia yg mengharamkan prodak asli indonesia semua kok di bilang boikot kan aneh semua produk itu yg ipor ke luar negeri adalah indonesi bukan negara lain hadeh hadeh 😂😂😂,yg mene tukan itu halal danharam hanya allah swt bukan manusia yg mengharamkan prodak asli indonesia semua kok di bilang boikot kan aneh semua produk itu yg ipor ke luar negeri adalah indonesi bukan negara lain hadeh hadeh
251,@ajimaulana7065,Ya kek gini lah orang2 yg menyusahkan diri sendiri mau beli kebutuhan pakek lihat2 dlu. Aneh 😂😂,ya kek gini lah orang yg menyusahkan diri sendiri mau beli kebutuhan pakek lihat dlu aneh
252,@fahmipratama3838,"Warga indo mu dah terhasut, dengan media sosial",warga indo mu dah terhasut dengan media sosial
253,@rendyjuliansyah_07,lah sejak kapan aqua sama bango produk israel?,lah sejak kapan aqua sama bango produk israel
254,@kotomedann789,Aneh dah,aneh dah
255,@hermawansimatupang3598,"Hp,FB,medsos, YouTube ternet nya dong sekalian boikot jagn di gunakan lagi.kan penemu nya Orang israel?! Boikot ko tanggung2.biar ngerasain dulu gimana kuat gak???",hpfbmedsos youtube ternet nya dong sekalian boikot jagn di gunakan lagikan penemu nya orang israel boikot ko tanggung biar ngerasain dulu gimana kuat gak
256,@aldiald1121,"Itu produk indo tpi saham Israel ,.. merdeka palestina 😪🥺",itu produk indo tpi saham israel merdeka palestina
257,@rickyalwihermawan8192,"Gimana cara memastikan produk itu tidak berkaitan dengan Israel? Kita kan gk tau siapa pemegang saham nya, masa cek satau2 yang notabenenya perpindahan saham itu cepat",gimana cara memastikan produk itu tidak berkaitan dengan israel kita kan gk tau siapa pemegang saham nya masa cek satau yang notabenenya perpindahan saham itu cepat
258,@rzaldinata,Woi gua pkerja aqua gra2 msalh ini gua sengsara. pbrik aqua dri indonesia goblokk.....kl mw boikot internet now boikot youtube gogle fb ig boikot smua,woi gua pkerja aqua gra msalh ini gua sengsara pbrik aqua dri indonesia goblokkkl mw boikot internet now boikot youtube gogle fb ig boikot smua
259,@user-yy3yf4yb5g,Heran,heran
260,@widyantiidyantii4033,Tenang aja udah gw report bg😊,tenang aja udah gw report bg
261,@youtuberbingung1293,Free palestin....,free palestin
262,@abdulfarid2939,Jangan percaya video hoax ni. Kalau protes Ayo kita debat.,jangan percaya video hoax ni kalau protes ayo kita debat
263,@thohariparfum3232,"tutup saja PT UNILEVER dan karyawannya bisa pindah kerja ke PT WINGS,Gitu Aja Kok Repot",tutup saja pt unilever dan karyawannya bisa pindah kerja ke pt wingsgitu aja kok repot
264,@toni426,"Harusnya pemerintah yang nyetop produk itu masuk ke Indonesia karena hanya cara itu satu""nya solusi agar produk Israel musnah di negara kita",harusnya pemerintah yang nyetop produk itu masuk ke indonesia karena hanya cara itu satunya solusi agar produk israel musnah di negara kita
265,@vanyacelluler8314,MUI tdk pernah mengshare produk² tsb. dan 1 lg smua produk itu legalitas halal diproduksi di indo.,mui tdk pernah mengshare produk tsb dan lg smua produk itu legalitas halal diproduksi di indo
266,@trisnhashaputra6965,Pembodohan masal. Knpa gak dri jaman dlu.,pembodohan masal knpa gak dri jaman dlu
267,@Akila_Safani,Aku beli itu gak papa,aku beli itu gak papa
268,@adysantoso425,Itu tdk di boikot itu hanya hoax kakak kangen mudah percaya sama med sos karna nu tdk pernah memboikot produk produk tersebut tetapi nu melarang untuk mendukung ISRAEL,itu tdk di boikot itu hanya hoax kakak kangen mudah percaya sama med sos karna nu tdk pernah memboikot produk produk tersebut tetapi nu melarang untuk mendukung israel
269,@RestuPutra-jn1kb,"Le mineral induknya itu mayora, mayora beroprasi di israel. Aqua diboikot tp le mineral dibeli,😂 boikot 22nya lah.",le mineral induknya itu mayora mayora beroprasi di israel aqua diboikot tp le mineral dibeli boikot nya lah
270,@andiandul9466,"Orang orang tolol ya baikot baikot aja . . Baikot produk y ,yg kerja d pabriknya orang Indonesia semua .hahaha bego lu tolol .",orang orang tolol ya baikot baikot aja baikot produk yg kerja pabriknya orang indonesia semua hahaha bego lu tolol
271,@Biochevin-rn8ch,Bodohhhhh ni. Yg salh thu cp tiap hari km pakai produk2 di video Trus produk indonesia yg asli INDONESIA APA !!!?????,bodohhhhh ni yg salh thu cp tiap hari km pakai produk di video trus produk indonesia yg asli indonesia apa
272,@Butter.flay.,Yg produk israel itu yg ada tanda *U*:unilever,yg produk israel itu yg ada tanda uunilever
273,@satyafarestachenel4634,Kita di suruh berenti beli tapi barang masih di izinkan masuk di Indonesia. Knp kita masih pakai internet kan youtub dari Amerika Sedangkan Amerika dukung israel. Trus gmn,kita di suruh berenti beli tapi barang masih di izinkan masuk di indonesia knp kita masih pakai internet kan youtub dari amerika sedangkan amerika dukung israel trus gmn
274,@kamilciamis8038,"Boikot ters semua. Tanpa kalian sadari, kalian akan menghilangkan profesi teman senegara kita. Karna apa? Karna sebagian besar produk2 tersebut ada di indonesia, dan kalo sepetti ini otomatisnpabrik akan merugi dan bangkrut. Alhasil PHK MASAL. 😂😅",boikot ters semua tanpa kalian sadari kalian akan menghilangkan profesi teman senegara kita karna apa karna sebagian besar produk tersebut ada di indonesia dan kalo sepetti ini otomatisnpabrik akan merugi dan bangkrut alhasil phk masal
275,@Nesha_chann,"Tau😔 Emak gw jadi g bolehin beli Milo gara² ""MILO ITU MILIK ISRAEL"" cpk dh, g sekalian semua aj njing #freepalestine",tau emak gw jadi bolehin beli milo gara milo itu milik israel cpk dh sekalian semua aj njing freepalestine
276,@gazanoorhaidarabqory408,Sekedar mau nanya aja bukannya itu produk indonesia yang dukung israel / pro israel tapi bukan barang yahudi bukannya gitu saya ga masalah ama boikot tapi nanya,sekedar mau nanya aja bukannya itu produk indonesia yang dukung israel pro israel tapi bukan barang yahudi bukannya gitu saya ga masalah ama boikot tapi nanya
277,@azaleafamily7366,Teros kalo nyuci piring pie su,teros kalo nyuci piring pie su
279,@milkichannel3226,Kak semua sama saja Tapi yang tidak Sembarangan Israel Coba kebawah Dikit lagii Israel Babiii 😆😆😆😆😆😆😆,kak semua sama saja tapi yang tidak sembarangan israel coba kebawah dikit lagii israel babiii
280,@alfatih1784,Lahh abc di beli lah tau israel😅,lahh abc di beli lah tau israel
281,@ramlibandits9352,Tutup pabriknya yg bnr,tutup pabriknya yg bnr
282,@vladimirjimmy3969,ABC = HEINZ. HEINZ = FRANCE. SAMPAI SINI PAHAM? 🤣🤣,abc heinz heinz france sampai sini paham
283,@refinoadinata6268,Heh goblok kan ad bacaan buatan negara/made in. mana jangan sok tau bangsat,heh goblok kan ad bacaan buatan negaramade in mana jangan sok tau bangsat
284,@NKRI5468,Indonesia negri munafik....ngaku islam gk becus baca Alquran ngaku kristen gktau kitab sendiri aplgi hafal...prodak Israel d baikot aja pada komen gk jelas...nganggurlah inilah itulah..lbh bagus kena tsunami d Indonesia lbh bagus gkda yg comen 😅pada meledak pabrik PT gedung ...indah mlaah lbh indah,indonesia negri munafikngaku islam gk becus baca alquran ngaku kristen gktau kitab sendiri aplgi hafalprodak israel baikot aja pada komen gk jelasnganggurlah inilah itulahlbh bagus kena tsunami indonesia lbh bagus gkda yg comen pada meledak pabrik pt gedung indah mlaah lbh indah
286,@hafizhchannel90,"Anaknya minta oreo, eh malah dia ganti anak lagi.. 😂..",anaknya minta oreo eh malah dia ganti anak lagi
287,@Asudeh12,Boikot hnya menyengsarakan,boikot hnya menyengsarakan
288,@Tajiro_IndonesiaOnichan,Jangan beli barang dari Israel! Itu udah masuk ke Indonesia jadi hati2 ya ❤ kalau beli barang yang halal,jangan beli barang dari israel itu udah masuk ke indonesia jadi hati ya kalau beli barang yang halal
289,@NKRI5468,Moga minimarket yg jual prodak israel pada meledak dmnapun itu .aamiin...,moga minimarket yg jual prodak israel pada meledak dmnapun itu aamiin
290,@galerihidup1182,Tololnya ituloh..,tololnya ituloh
291,@hyperPhoenix_,Kamu yang tolol?,kamu yang tolol
292,@abdullohputeh4347,Itu produk buatan indonesia asli gimanah mau boikot kasihlah karyawan gimanah nasibnya.,itu produk buatan indonesia asli gimanah mau boikot kasihlah karyawan gimanah nasibnya
293,@hyperPhoenix_,Kan produk Unilever bg,kan produk unilever bg
294,@PabloEsc0bar182,"Sosmed nya gimana, ??? YouTube, FB , ig , w.a ???",sosmed nya gimana youtube fb ig wa
295,@idiandama8978,Israel ❤❤,israel
298,@agustirtaloco8555,Manusia bodoh 😅😅😅,manusia bodoh
299,@hyperPhoenix_,Kamu yang bodoh kali wkwkw,kamu yang bodoh kali wkwkw
300,@_Miyaz.,BioRe israel!,biore israel
302,@ilham_neon,assalamu\'alaikum saya kasih tau kalo ada logo halal masih bisa diproduksi kalo ga ada jangan,assalamualaikum saya kasih tau kalo ada logo halal masih bisa diproduksi kalo ga ada jangan
304,@Okazztheconqueror,"Nah bener, saya setuju dengan kamu. daripada Boikot, mending donasi atau doa daripada merugikan orang lain.",nah bener saya setuju dengan kamu daripada boikot mending donasi atau doa daripada merugikan orang lain
305,@KriegMarines,alhamdulilah ada juga otak nya Yang waras,alhamdulilah ada juga otak nya yang waras
306,@deniyasabby1310,"Emang Aqua, Sariwangi,Bango produk Israel ya bukan nya produk lokal Indonesia ya 😂😂😂 kocak..",emang aqua sariwangibango produk israel ya bukan nya produk lokal indonesia ya kocak
307,@hyperPhoenix_,Produk Unilever itu blok,produk unilever itu blok
308,@deniyasabby1310,@@hyperPhoenix_ ya biasa aja njing ga usah ngegas,ya biasa aja njing ga usah ngegas
309,@hyperPhoenix_,​@@deniyasabby1310yaudah cuma ngasih tau njing,cuma ngasih tau njing
310,@dhemitdhemit386,Lucu,lucu
311,@Jxbt235,"goblok klo mau boikot israel lu sekalian jangan pake hape blok goblok, itu hp ada perangkat buatan yahudi, gak waras!!!!",goblok klo mau boikot israel lu sekalian jangan pake hape blok goblok itu hp ada perangkat buatan yahudi gak waras
312,@hyperPhoenix_,Lah elu sekarang komen disini pake hp juga kan wkwkw,lah elu sekarang komen disini pake hp juga kan wkwkw
313,@KiyeBalls.,Gk usah bawa bawa makanan,gk usah bawa bawa makanan
314,@user-hx6fu6qu5i,Lah itu produk indo bukan israel yang buat pabrik itu marah loh,lah itu produk indo bukan israel yang buat pabrik itu marah loh
315,@yudiyp371,Bukan itu indonesia yang buat tapi di ambil israel gitu,bukan itu indonesia yang buat tapi di ambil israel gitu
316,@renanronironi-vc6ep,dari pada kalian sibuk boikot produk Israel lebih baik produk itu kalian beli dan bantukan untuk warga Palestina itu lebih bermanfaat,dari pada kalian sibuk boikot produk israel lebih baik produk itu kalian beli dan bantukan untuk warga palestina itu lebih bermanfaat
317,@user-tq5bd2it4t,Gapapa itu bukan dari Israel kok aqua nya itu dari gunung asli barang barang nya gapapa dibeli,gapapa itu bukan dari israel kok aqua nya itu dari gunung asli barang barang nya gapapa dibeli
318,@rianariana5040,"Gua mah ogah beli le mineral , galon sekali pakai terus sampahnya gak ada ngambil",gua mah ogah beli le mineral galon sekali pakai terus sampahnya gak ada ngambil
319,@jeonwochi3502,😊😂🤣gblk,gblk
320,@hyperPhoenix_,Kamu kali yang gblk wkwk,kamu kali yang gblk wkwk
321,@vaksinasicovid1940,"Klo aku mah bodoamat lh produk indo, israel, palestina, yg penting bsa bertahan hidup 😂",klo aku mah bodoamat lh produk indo israel palestina yg penting bsa bertahan hidup
322,@hyperPhoenix_,Yahaha mendukung yahudi,yahaha mendukung yahudi
323,@syahhasan9527,"https://youtube.com/shorts/uC9koF7V1fc?si=kQeS2CZA26DdJ18Jh hey orang-orang munafik inikah yang kalian bela? orang² israel seperti itu yang kalian bela? ,tetap boykot produk israel,tidak perduli dengan keberlangsungan hidup karyawan²nya,karena yang beriman pasti paham kalau Tuhannya Maha Kaya!!!",httpsyoutubecomshortsuc kof fcsikqes cza ddj jh hey orangorang munafik inikah yang kalian bela orang israel seperti itu yang kalian bela tetap boykot produk israeltidak perduli dengan keberlangsungan hidup karyawan nyakarena yang beriman pasti paham kalau tuhannya maha kaya
324,@syahhasan9527,"buat yang kasihan sama pegawai² yang bekerja di perusahaan israel. apa yang harus di kasihani? kalian ragu dengan kekayaan allah shubahanahu wata\'alah? lanjutkan boykot ,jangan dengarkan mereka yang memang secara halus menjilat israel!!,mereka yang menjilat di dalam imannya sedikit takut akan kemerdekaan palestina nantinya!,jadi lanjutkan bagi kita yang beriman untuk memboykot produk israel!",buat yang kasihan sama pegawai yang bekerja di perusahaan israel apa yang harus di kasihani kalian ragu dengan kekayaan allah shubahanahu wataalah lanjutkan boykot jangan dengarkan mereka yang memang secara halus menjilat israelmereka yang menjilat di dalam imannya sedikit takut akan kemerdekaan palestina nantinyajadi lanjutkan bagi kita yang beriman untuk memboykot produk israel
325,@hyperPhoenix_,"Nah ini nih komen yang paling gw tunggu, lanjutkan bg",nah ini nih komen yang paling gw tunggu lanjutkan bg
326,@syahhasan9527,say no to Unilever,say no to unilever
328,@YESUA313,Kebanyakan HTI Fpi🤣😅😂😂😅🤣🤣🤣🤣🤣😅😅🤣🤣😅😅😂😅😅🤣🤣😂😅🤣🤣😂😅🤣🤣lucu lihat kalian slim slim😅🤣🤣🤣🤣🤣🤣🤣🤣🤣Pleaseee kalian Harus jentel Tolong kalian Jangan Pakek HP/ whatsapp/ Facebook/ yutub DLL ayoo berani Gak ya? hahaha😂😂😂😂😂😅😅😂😂😂😅😅😂😂😂😂😅😅😂😂😅😅😅😂😂😅😅😅😅,kebanyakan hti fpi lucu lihat kalian slim slim pleaseee kalian harus jentel tolong kalian jangan pakek hp whatsapp facebook yutub dll ayoo berani gak ya hahaha
329,@narendraputra7126,Yang ngepost tolol.,yang ngepost tolol
330,@hyperPhoenix_,Elu yang tolol wkwkw,elu yang tolol wkwkw
331,@burhanudin8836,"Jangan kemakan oleh hoax yg belum jls,klo memang benar asli prodak israel,baru kita boikot,aqua prodak lokal,yg jls org muslim sendiri yg bikin,kemarin aqua menyumbang 1M utk bantuan ke palestin,dihadiri oleh NU dan muhamadiyah,aqua sgt pesuli,itu yg saya tau,MUI tdk membenerkan poto"" prodak,jadi jgn asal posting yg blm jks.",jangan kemakan oleh hoax yg belum jlsklo memang benar asli prodak israelbaru kita boikotaqua prodak lokalyg jls org muslim sendiri yg bikinkemarin aqua menyumbang utk bantuan ke palestindihadiri oleh nu dan muhamadiyahaqua sgt pesuliitu yg saya taumui tdk membenerkan poto prodakjadi jgn asal posting yg blm jks
332,@user-sv6qn2zv3r,"Nanti pabrik bangkrut, banyak pengangguran, mau nanggungkah?",nanti pabrik bangkrut banyak pengangguran mau nanggungkah
333,@qmaxx4640,"Saya tak terpengaruh, Ada kok sertifikat halal dr MUI di produk itu semua.",saya tak terpengaruh ada kok sertifikat halal dr mui di produk itu semua
334,@5_TEMANKU-YG-BAIK,Tolol,tolol
335,@hyperPhoenix_,Nah kalo elu goblok wkwk,nah kalo elu goblok wkwk
336,@user-yi8ty8zk4u,"Aku ingin boikot tapi aku masih kecil Soalnya mama aku suka pake sunligth,bango dll Terus aku harus berbuat kaya gimana?",aku ingin boikot tapi aku masih kecil soalnya mama aku suka pake sunligthbango dll terus aku harus berbuat kaya gimana
337,@hyperPhoenix_,"Bilang gitu kalo itu produknya Unilever, dan Unilever keciduk nyumbang uang ke Israel",bilang gitu kalo itu produknya unilever dan unilever keciduk nyumbang uang ke israel
338,@panjiokazakiokazaki4402,Perang dagang.,perang dagang
339,@Report_Account6,Awoakwowkwk auto merintis,awoakwowkwk auto merintis
340,@damarwuriutama9004,"Bagus, justru ini kesempatan emas bagi pengusaha pribumi untuk memajukan UMKM ,dan memajukan penjualan produk lokal nya dinegara sendiri.",bagus justru ini kesempatan emas bagi pengusaha pribumi untuk memajukan umkm dan memajukan penjualan produk lokal nya dinegara sendiri
341,@hyperPhoenix_,Betul sekali supaya orang lebih memanjakan produk yang berada di dalam negri,betul sekali supaya orang lebih memanjakan produk yang berada di dalam negri
342,@DityoTambund,Heyy atum boleh Berpendapat Seperti apa.. Cuman Perlu diinget tuh Brand Nggk hanya Yg punya atau Boikot israel.. Tapi diliat di brand sana banyak pegawai yg berusaha menafkahi keluarganya. .secara nggk langsung lu juga bikin rezeki ribuan keluarga Mati..,heyy atum boleh berpendapat seperti apa cuman perlu diinget tuh brand nggk hanya yg punya atau boikot israel tapi diliat di brand sana banyak pegawai yg berusaha menafkahi keluarganya secara nggk langsung lu juga bikin rezeki ribuan keluarga mati
343,@MartisAdyct,Monyet aing hewa k Israel ..tapi beri informasi yang bener anjing ga jelas jng sebar Hoax nyet monyet anjing,monyet aing hewa israel tapi beri informasi yang bener anjing ga jelas jng sebar hoax nyet monyet anjing
344,@hyperPhoenix_,Ngetik yang bener deck,ngetik yang bener deck
345,@andrejoongky4175,Ya bener Imbas nya Ke pekerja indonesia tapi pabrik2 dengan produk israel itu saham nya beberapa persen punya israel. Jadi dana nya akan di terima israel dan buat jajah palestina,ya bener imbas nya ke pekerja indonesia tapi pabrik dengan produk israel itu saham nya beberapa persen punya israel jadi dana nya akan di terima israel dan buat jajah palestina
346,@rigormortis712,Yang bener itu ganti uang kertas ke emas dan perak. mumpung lagi kacau dunia kita buat terobosan baru... ekonomi bakal menguat.,yang bener itu ganti uang kertas ke emas dan perak mumpung lagi kacau dunia kita buat terobosan baru ekonomi bakal menguat
347,@Dokterizumi1,"Gak gitu juga konsep nya kalo emang harus seperti itu barang barang yang sudah tiap hari kita pakai kalo menggunakan merek lain kan aneh apa lagi kalo misal nya mendukung Palestina apa hubungan nya sama beli bahan makanan, makanan y makanan mendukung Palestina y mendukung Palestina jangan buat masyarakat Indonesia semakin miskin dong liat masyarakat yang membuat produk yersebut",gak gitu juga konsep nya kalo emang harus seperti itu barang barang yang sudah tiap hari kita pakai kalo menggunakan merek lain kan aneh apa lagi kalo misal nya mendukung palestina apa hubungan nya sama beli bahan makanan makanan makanan mendukung palestina mendukung palestina jangan buat masyarakat indonesia semakin miskin dong liat masyarakat yang membuat produk yersebut
348,@komangmerta4453,Ini namanya terlalu munafik,ini namanya terlalu munafik
349,@dasengdaseng4830,"Boikot saja, nanti investor saham juga pada boiskot buat jual sahamnya, kalau udah anjlok sahamnya hilang dah kepercayaan mereka",boikot saja nanti investor saham juga pada boiskot buat jual sahamnya kalau udah anjlok sahamnya hilang dah kepercayaan mereka
350,@reyhanfalih9981,Pernah berfikir kah jika ini strategi marketing lawan bisnisnya mumpung kena skandal gede2 in dan jatuhkan sekalian.. Dan ya kita taulah siapa korban sesungguhnya,pernah berfikir kah jika ini strategi marketing lawan bisnisnya mumpung kena skandal gede in dan jatuhkan sekalian dan ya kita taulah siapa korban sesungguhnya
351,@reyhanfalih9981,Biarkan mereka dgn pemikirannya.. Cukup mereka menanggung nanti di akhirat tuntutan dari orang2 yg di dzolimi saat ini.. Sesungguhnya nanti tak akan luput sedikitpun pertanggung jawaban apapun yg kita lakukan di dunia ini,biarkan mereka dgn pemikirannya cukup mereka menanggung nanti di akhirat tuntutan dari orang yg di dzolimi saat ini sesungguhnya nanti tak akan luput sedikitpun pertanggung jawaban apapun yg kita lakukan di dunia ini
352,@steintobing1218,Ini Video di upload ke YouTube memang pemilik YouTube kan punya negara sekutunya Makin kalian sering pakai YouTube makin kaya lho nanti Pie toh,ini video di upload ke youtube memang pemilik youtube kan punya negara sekutunya makin kalian sering pakai youtube makin kaya lho nanti pie toh
353,@katul3034,"Postingan sdm rendah, nanti banyak pengangguran salahin pemerintah. Gag guna Sok2 an bela2in Palestina yang ga kalaen kenal kalo lo bikin sensara sama sodara bangsa sendiri kalo kehilangan pekerjan karena boikot. Jangan bego2 amat.",postingan sdm rendah nanti banyak pengangguran salahin pemerintah gag guna sok an bela in palestina yang ga kalaen kenal kalo lo bikin sensara sama sodara bangsa sendiri kalo kehilangan pekerjan karena boikot jangan bego amat
354,@hyperPhoenix_,"Nah ini nih salah satu muslim cuma di KTP, dan mungkin elu kali yang SDM rendah wkwkw",nah ini nih salah satu muslim cuma di ktp dan mungkin elu kali yang sdm rendah wkwkw
355,@zikrisiregar789,Jgn nanggung boikot. Bila perlu Dubes Israel Amerika hancurkan. Stop. Berani egk pemerintah.,jgn nanggung boikot bila perlu dubes israel amerika hancurkan stop berani egk pemerintah
356,@Gamecuan1,Aku malahan dr dlu gk pernh produk itu😂😂😂 Cinta indo lebih murah saol e❤ Wings lebih murah 😂😂,aku malahan dr dlu gk pernh produk itu cinta indo lebih murah saol wings lebih murah
357,@qaiserramendradanishprawar2343,Abc kecapnya juga di boikot,abc kecapnya juga di boikot
358,@Rasyid1409-jw7nk,Gak guna belanja mili mili😅,gak guna belanja mili mili
359,@nandaalhabsyi8277,😊😅😅😅😅😅😅😅😅 emang Israil punya prodak kah?..,emang israil punya prodak kah
360,@fajarputraardiansyah5119,"baru tahu Aqua produk israel, tulisannya dari pegunungan indonesia",baru tahu aqua produk israel tulisannya dari pegunungan indonesia
361,@user-gh7ni8wh1c,Kasian dgn postingan ini. Udh miskin ilmu miskin moral lagi. Tidak ada hubungannya produk ini dgn Israel. Tolol,kasian dgn postingan ini udh miskin ilmu miskin moral lagi tidak ada hubungannya produk ini dgn israel tolol
362,@hyperPhoenix_,"Elu kali yang tolol tau itu produknya Unilever, dan kemarin Unilever keciduk nyumbang buat buat Israel, mangkanya ilmu perluasan deck",elu kali yang tolol tau itu produknya unilever dan kemarin unilever keciduk nyumbang buat buat israel mangkanya ilmu perluasan deck
363,@mokondodelong1825,Setujuuu boikot produk israel..negara dajjal bangsaattt🔥🔥,setujuuu boikot produk israelnegara dajjal bangsaattt
364,@arbiaja8171,"Trus lu uplod d youtube , nyri duit dr youtube,",trus lu uplod youtube nyri duit dr youtube
365,@alvarorizky6946,goblok,goblok
366,@maskholis5426,Yaa..bingung bli apa..😂😂,yaabingung bli apa
367,@danboychanel,Kasian para pekerja di Indonesia yg kerja dipabrik2 tersebut. Dizolomi oleh sesamanya,kasian para pekerja di indonesia yg kerja dipabrik tersebut dizolomi oleh sesamanya
368,@user-ju5xr7yp2u,produk israel justru lebih baik dari produk palestina babi itu,produk israel justru lebih baik dari produk palestina babi itu
369,@user-zi8mc8nh8t,"Orang yang boikot adalah orang yang b3g0, karena kalau kita boikot itu sama saja kita menyiksa diri, Israel gak untungin kita dirugiin oleh sifat kita. Padahal produk yang mendukung Israel dia cuma mendukung gak membantu Israel. Sekarang tau kan beg0***😠",orang yang boikot adalah orang yang karena kalau kita boikot itu sama saja kita menyiksa diri israel gak untungin kita dirugiin oleh sifat kita padahal produk yang mendukung israel dia cuma mendukung gak membantu israel sekarang tau kan beg
370,@reysilva5161,Tapi sekarang itu walaupun cuma mendukung Israel itu tetap haram,tapi sekarang itu walaupun cuma mendukung israel itu tetap haram
371,@hyperPhoenix_,Elu yang bego kali wlwkw,elu yang bego kali wlwkw
372,@user-mo6sx7fi4p,"Nda sadar kalian kalu internet yang kalian pakai itu, berasal dari Israel...?? Kenapa kalian nda boikot juga Henpon kalian....",nda sadar kalian kalu internet yang kalian pakai itu berasal dari israel kenapa kalian nda boikot juga henpon kalian
373,@hyperPhoenix_,Lah elu komen di sini pake handphone juga? Terus apa bedanya?,lah elu komen di sini pake handphone juga terus apa bedanya
374,@andyharianto9375,Teknologi yg kalian pake google buatan mn kok kalian tetap pake...,teknologi yg kalian pake google buatan mn kok kalian tetap pake
