id,author,description,clean
8720,@NoI494,"ayo uninstal youtube,wa,facebook dll...",ayo uninstal youtubewafacebook dll
8721,@dorareyamond651,"Itu produk Indonesia bukan Israel, produk Israel di Indonesia gak ada, kebanyakan produk Jepang, Belanda, inggris, Amerika, Australia, Jerman, cina dan negara Asean. Itu sih memilih yg lebih murah bukannya yg lebih aman dan berkualitas. Video ini gak akurat",itu produk indonesia bukan israel produk israel di indonesia gak ada kebanyakan produk jepang belanda inggris amerika australia jerman cina dan negara asean itu sih memilih yg lebih murah bukannya yg lebih aman dan berkualitas video ini gak akurat
8722,@andriherdiana4429,Gak ada yg bilang Alhamdullillah ya ketika phk terjadi akibat fatwa haram....gak tau tuh nasib mereka yg berjihad utk anak dan istrinya.....,gak ada yg bilang alhamdullillah ya ketika phk terjadi akibat fatwa haramgak tau tuh nasib mereka yg berjihad utk anak dan istrinya
8723,@ClaraChika-cj1db,Baru tau kecap Bango produk israel,baru tau kecap bango produk israel
8724,@sarirealme564,"Produk Israel dh masuk dalam perut bagaimana,",produk israel dh masuk dalam perut bagaimana
8725,@user-dj5sw6yo4o,"Kenapa ga dari zaman purba boikot produk israel, bukankah dari zaman kuda makan tembaga kita ga senang sama israel, kenapa masalah nya baru timbul sekarang.",kenapa ga dari zaman purba boikot produk israel bukankah dari zaman kuda makan tembaga kita ga senang sama israel kenapa masalah nya baru timbul sekarang
8726,@ubedslow82,Mantap Cintai dan beli produk dalam negri,mantap cintai dan beli produk dalam negri
8727,@user-yt7nz8jw4c,Gimana caranya mengetahui produk Israel??,gimana caranya mengetahui produk israel
8728,@tiogondol181,"Km gk beli gk pp tp tolng jangan kao hasut dan membodoi orng sprti itu pekerja/ karyawan juga membiyayai keluarga nya bayak sekarang pekerja/ karyawan yang di phk gara"" Orng yang menyuarakan baikot goblok, jangn bisa berkoar koar tp lihat dampaknya bagi masyarakat , jangan engatas namakan agama.... Goblok",km gk beli gk pp tp tolng jangan kao hasut dan membodoi orng sprti itu pekerja karyawan juga membiyayai keluarga nya bayak sekarang pekerja karyawan yang di phk gara orng yang menyuarakan baikot goblok jangn bisa berkoar koar tp lihat dampaknya bagi masyarakat jangan engatas namakan agama goblok
8729,@Gold_eyes,"Org ini pasti tidak pernah lihat artikel dan suka termakan hoax 1 Aqua itu dukung Palestina bukan israel yang bilang Aqua produk israel itu hoax 2 kalau mereknya sama tapi beda negara penjualan beda juga dukungannya, lagi pun pemerintah masih legal kan produk tersebut",org ini pasti tidak pernah lihat artikel dan suka termakan hoax aqua itu dukung palestina bukan israel yang bilang aqua produk israel itu hoax kalau mereknya sama tapi beda negara penjualan beda juga dukungannya lagi pun pemerintah masih legal kan produk tersebut
8730,@sialfifamilychanel6306,"Setuju,harus di viralkan biar anak cucu kita bisa membedakan mana penjajah dan mana yang di jajah.hidup palestin",setujuharus di viralkan biar anak cucu kita bisa membedakan mana penjajah dan mana yang di jajahhidup palestin
8731,@baron7233,Jaman suharto Indonesia menjajah timor leste. Inget itu,jaman suharto indonesia menjajah timor leste inget itu
8732,@sigitreyferel1792,"Gue gak setuju pemboikotan ini kasihan para karyawannya dan menguntungkan para kompetitornya coba bayangkan kalau keluarga kalian atau kalian sendiri berkerja di perusahaan produk"" yang di boikot ini gimana perasaan anda",gue gak setuju pemboikotan ini kasihan para karyawannya dan menguntungkan para kompetitornya coba bayangkan kalau keluarga kalian atau kalian sendiri berkerja di perusahaan produk yang di boikot ini gimana perasaan anda
8733,@sigitreyferel1792,"Gue pro Palestine Karena gue orang Islam dan Allah SWT tempatku berserah diri tapi gue gak setuju dengan pemboikotan kasihan orang"" Indonesia yang bekerja di dalamnya kehilangan mata pencaharian mereka dan menguntungkan para kompetitornya",gue pro palestine karena gue orang islam dan allah swt tempatku berserah diri tapi gue gak setuju dengan pemboikotan kasihan orang indonesia yang bekerja di dalamnya kehilangan mata pencaharian mereka dan menguntungkan para kompetitornya
8734,@IDKGAMING842,Tapi gw juga gk mau beli sih hehe :),tapi gw juga gk mau beli sih hehe
8735,@IDKGAMING842,Karena sudah di boycotin,karena sudah di boycotin
8736,@agussuteguh6313,Inti nya gini. Doain bapa gua jadi presiden . Nama andi lala. Jgn lupa nomer wahid❤,inti nya gini doain bapa gua jadi presiden nama andi lala jgn lupa nomer wahid
8737,@rafaeyzamohammedyantao,"Hati2 dengan postingan anda, jangan postingan anda menggagalkan anda masuk *""SURGA""* karena dibalik boikot tersebut ad pegawai2 yg berjuang untuk menafkahi keluarganya. *Saya bukan tdk mendukung palestine, namun kita harus memikirkan nasib pegawai2 tersebut* itu sih kalo menurut saya. Terima kasih",hati dengan postingan anda jangan postingan anda menggagalkan anda masuk surga karena dibalik boikot tersebut ad pegawai yg berjuang untuk menafkahi keluarganya saya bukan tdk mendukung palestine namun kita harus memikirkan nasib pegawai tersebut itu sih kalo menurut saya terima kasih
8738,@vetype5736,Dia kan kasih alternatifnya. Kalo ada barang merk A yg kurang laku. Kan tokonya masih ada pemasukan dari merk lain.,dia kan kasih alternatifnya kalo ada barang merk yg kurang laku kan tokonya masih ada pemasukan dari merk lain
8739,@user-iy9fu5fl5m,Iya kesian,iya kesian
8740,@Pakintaki89,"masih banyak produk lain,,,lebih baik tumbang 1000 karyawan alfamart bersifat sementara daripada 10.000 warga palestina yang tidak berdosa termasuk anak2,lansia,wanita hamil",masih banyak produk lainlebih baik tumbang karyawan alfamart bersifat sementara daripada warga palestina yang tidak berdosa termasuk anak lansiawanita hamil
8741,@Pakintaki89,membeli produk israel sama saja membantu mereka membom warga palestina,membeli produk israel sama saja membantu mereka membom warga palestina
8742,@user-wm5ii2cb4w,​@@Pakintaki89kalau diantara 1000 org temasuk keluarga kamu gimna pak😂,diantara org temasuk keluarga kamu gimna pak
8743,@orangbodo1183,"Supaya segera di PHK karyawan yg kerja di perusahaan yg produknya diboikot, terutama karyawan ikut fatwa..haram menggunakan, haram pula membantu memproduksinya",supaya segera di phk karyawan yg kerja di perusahaan yg produknya diboikot terutama karyawan ikut fatwaharam menggunakan haram pula membantu memproduksinya
8744,@faiztt3766,Mau ngasih lapangan pekerjaan yang lain kah??,mau ngasih lapangan pekerjaan yang lain kah
8745,@Tompul92,Nah lo buat konten di aplikasi orang yahudi oi.kocak. Buatna aplikasi sendiri dan di sanalah berlakukan boykot boykot tersebut kocak,nah lo buat konten di aplikasi orang yahudi oikocak buatna aplikasi sendiri dan di sanalah berlakukan boykot boykot tersebut kocak
8746,@framkampungan6126,saya ga tau apa aja prodak israel.,saya ga tau apa aja prodak israel
8747,@frhn21,Bukannya kecap abc dari israel?,bukannya kecap abc dari israel
8748,@asc_komputeronline463,Tindakan Boykot itu jikapun tak terlalu merugikan Zionis tapi sebagai pertanda kita berada di pihak mana,tindakan boykot itu jikapun tak terlalu merugikan zionis tapi sebagai pertanda kita berada di pihak mana
8749,@lilikpuji8896,Boikot aja video ini.. Ga jelas ngawur,boikot aja video ini ga jelas ngawur
8750,@lilikpuji8896,Video menyesatkan..,video menyesatkan
8751,@Mongklechannel,Harusnya Pemerintahnya menyetop impor dari negara zionis. Kalo masyarakat kebanyakan tidak tahu,harusnya pemerintahnya menyetop impor dari negara zionis kalo masyarakat kebanyakan tidak tahu
8752,@dewilestari6219,biarin aja deh kan yang buat orang indo agamanya islam kalau produk israel di hentikan pekerja di indonesia mau kerja di mana lagi,biarin aja deh kan yang buat orang indo agamanya islam kalau produk israel di hentikan pekerja di indonesia mau kerja di mana lagi
8753,@nenkratna5571,Tu PABRIKNYA DI INDONESIA..SEMUA KERYAWANYA ORANG INDINESIA.. KALAU PABRIK TUTUP SIAPA YG MAU KASIH MAKAN KELUARGA KARYAWANYA.. YG RIBUAN.,tu pabriknya di indonesiasemua keryawanya orang indinesia kalau pabrik tutup siapa yg mau kasih makan keluarga karyawanya yg ribuan
8754,@iiaann5539,Kalau kita niatnya bukan untuk menyumbang atau sebagainya Tetapi untuk kebutuhan? Boleh gk sih?,kalau kita niatnya bukan untuk menyumbang atau sebagainya tetapi untuk kebutuhan boleh gk sih
8755,@alexevolutionchannel,"Ájinomoto,teh bukan buatan Israel.....kecap Bango bukan buatan Israel.....",jinomototeh bukan buatan israelkecap bango bukan buatan israel
8756,@deudeumitleuweung1648,🙏maaf saudara saya tetap membelinya terutama air mineral aqua dll.bukan PRO terhadap israel tapi saya lebih PRO terhadap para karyawan pabriknya yg ada di INDONESIA.saya tidak ingin mereka terkena dampak/imbas dari pemboikotan yaitu PHK massal jangan sampai itu terjadi karena karyawan punya keluarga yg harus di nafkahinya.(karyawan lajang mungkin ingin membahagiakan orang tua nya)🙏🙏🙏🙏🙏skali lagi saya minta maaf (FREE PALESTINE🇵🇸 FROM BANDUNG INDONESIA🇮🇩),maaf saudara saya tetap membelinya terutama air mineral aqua dllbukan pro terhadap israel tapi saya lebih pro terhadap para karyawan pabriknya yg ada di indonesiasaya tidak ingin mereka terkena dampakimbas dari pemboikotan yaitu phk massal jangan sampai itu terjadi karena karyawan punya keluarga yg harus di nafkahinyakaryawan lajang mungkin ingin membahagiakan orang tua nya skali lagi saya minta maaf free palestine from bandung indonesia
8757,@rucudboy6677,"Aqua GK bisa..? Yg lain pasti ada yg bisa kok, Bisa boikot semua, ok, sebagian jg oke,bisa beberapa produk , tetap ok..",aqua gk bisa yg lain pasti ada yg bisa kok bisa boikot semua ok sebagian jg okebisa beberapa produk tetap ok
8758,@sufi_trader,di PHK juga berjihad bang..,di phk juga berjihad bang
8759,@ndariyanti7488,"Spndpt seh,, sma komen diatas!!skrng da yg blng diphk,, ktnya jihad,, jihad yg bgmna skrng ya tlnh dijlskn!!! Trus,, bgi yg memiliki keluarga bgmna nasibnya misalkan diphk,, bicara realistis saja skrng!! FREE PALESTINE DARI LAMPUNG",spndpt seh sma komen diatasskrng da yg blng diphk ktnya jihad jihad yg bgmna skrng ya tlnh dijlskn trus bgi yg memiliki keluarga bgmna nasibnya misalkan diphk bicara realistis saja skrng free palestine dari lampung
8760,@kastokencet,"Tidak setuju, jika punya nurani, pegawainya harus berani resign, buktikan imannya",tidak setuju jika punya nurani pegawainya harus berani resign buktikan imannya
8761,@pinsensiusdeni7232,😂😂😂 lawakkk tolol,lawakkk tolol
8762,@gigin2207,stuju BOIKOT PRODUK ISRAIL.... HAHAHAHHAHA,stuju boikot produk israil hahahahhaha
8763,@kurokintaro7521,Gw baca di google yg bertebaran di ig/ tok tok byk hoax nya. MUI jg ga perna post list produk. klo Produk yg ga ada hubungan nya dgn Israel juga kena boikot. Apa itu bukan fitnah jg ya. Boleh boikot asal jelas bukan asal nyebar berita salah.,gw baca di google yg bertebaran di ig tok tok byk hoax nya mui jg ga perna post list produk klo produk yg ga ada hubungan nya dgn israel juga kena boikot apa itu bukan fitnah jg ya boleh boikot asal jelas bukan asal nyebar berita salah
8764,@suratnoadmojo3892,Produk Israel yg diboikot tarik dari peredaran dung!!,produk israel yg diboikot tarik dari peredaran dung
8765,@egibae1649,giliran sekarang .kenapa harus d indonesia d terima kualitas kita jauh lebih baik,giliran sekarang kenapa harus indonesia terima kualitas kita jauh lebih baik
8766,@nomad8792,"untungnya udah gak pernah beli lagi barang² itu, karena memang harganya yang lebih mahal 😂 eh.. sekarang malah baru tau kalo punya zionis.. jadi double untung😂😂😂",untungnya udah gak pernah beli lagi barang itu karena memang harganya yang lebih mahal eh sekarang malah baru tau kalo punya zionis jadi double untung
8767,@zurakatsura6393,Product unil****r kan itu?,product unilr kan itu
8768,@MrXcodeRealName,Yang Upload Dungu yang Ngikutin Dungu. Mau bela Palestine dengan cara itu ? Turun lapangan jika kau punya nyali.. Boikot kok setengah2 pakek upload di YT emang YT produk mana? #Dungu,yang upload dungu yang ngikutin dungu mau bela palestine dengan cara itu turun lapangan jika kau punya nyali boikot kok setengah pakek upload di yt emang yt produk mana dungu
8769,@yantono1indo45,Saham le minerale 🤑🤑,saham le minerale
8770,@muhamadnajmudin9196,Tapi di situ ada yang dari indonesia,tapi di situ ada yang dari indonesia
8771,@user-mh6tz3et4r,"Kadang bingung boikot tp tidak berpikir org yg kerja dis itu kelak akan sprti ap,ap ad jaminan dari saudra saudara kalian mencukupi nasip pekerja di perusahan itu sndri😊😊",kadang bingung boikot tp tidak berpikir org yg kerja dis itu kelak akan sprti apap ad jaminan dari saudra saudara kalian mencukupi nasip pekerja di perusahan itu sndri
8772,@wahyupurnama4714,Allah yg akan jamin,allah yg akan jamin
8773,@user-jq1ik6ff7x,menyiksa diri sendiri dan membohongi diri sendiri😂😂😂,menyiksa diri sendiri dan membohongi diri sendiri
8774,@user-ok5ff7xo1w,"Apaaa hubungannnya hei mau aja di begoin isu ras , hadeh hp kalian dr mana asalnya jgn mau di begoin yg begoin ketawa2",apaaa hubungannnya hei mau aja di begoin isu ras hadeh hp kalian dr mana asalnya jgn mau di begoin yg begoin ketawa
8775,@Viperz168,"Masa sari wangi produk israel? Teh sariwangi itu produk lokal coy.. Ada lagi kecap bango produk israel, hadehh.. Sembarangan.. Tolong jangan kasih info yg menyesatkan yah utk menjatuhkan produk lain.",masa sari wangi produk israel teh sariwangi itu produk lokal coy ada lagi kecap bango produk israel hadehh sembarangan tolong jangan kasih info yg menyesatkan yah utk menjatuhkan produk lain
8776,@Sugiartoarto-wm6yk,Sebenarnya bukan msalh boikot produk yg berseteru .yg kita utamakan adlh hentikan perang krna perang mmbwa musibah sluruh mkluk yg tinggl dbumi .mau yg brsteru itu negara yg zalim dmata kita .tpi semua mkluk yg dcftkn dbumi mmpunyai hak hidup .orang yg tidk knal agama pun dberi riski oleh sang pencifta,sebenarnya bukan msalh boikot produk yg berseteru yg kita utamakan adlh hentikan perang krna perang mmbwa musibah sluruh mkluk yg tinggl dbumi mau yg brsteru itu negara yg zalim dmata kita tpi semua mkluk yg dcftkn dbumi mmpunyai hak hidup orang yg tidk knal agama pun dberi riski oleh sang pencifta
8777,@marihottampubolon1124,Yang penting sudah pernah mencobanya .atau membeli dan memakan produk Israel 😆😆😆,yang penting sudah pernah mencobanya atau membeli dan memakan produk israel
8778,@andreashartanto9796,Asikk..produk lokal laku keras ni,asikkproduk lokal laku keras ni
8779,@andreashartanto9796,Gmn kalau pedagang kecil yg terlanjur beli.trs gak laku?,gmn kalau pedagang kecil yg terlanjur belitrs gak laku
8780,@winzheddy2549,"Boikot selamanya, gunakan prodak dalam negeri sebagai wujud kecintaan thd negara sendiri juga, kl ada dr dalam negeri knp hrs beli dari luar negeri?",boikot selamanya gunakan prodak dalam negeri sebagai wujud kecintaan thd negara sendiri juga kl ada dr dalam negeri knp hrs beli dari luar negeri
8781,@tjmal_barokah2279,Aneh ya AQua asli datang ny dr timur tengah...padahal air ny dr pegunungan Indonesia pegunungan dr Subang pekerjaan ny orang Indonesia,aneh ya aqua asli datang ny dr timur tengahpadahal air ny dr pegunungan indonesia pegunungan dr subang pekerjaan ny orang indonesia
8782,@gruscras5314,Tolol,tolol
8783,@meyliyaerapuspita8554,"Mulai skrng cintai i produk2 indonesia , meski kwalitas tidak begitu bagus stidaknya sedikit membantu negara kita sendiri.",mulai skrng cintai produk indonesia meski kwalitas tidak begitu bagus stidaknya sedikit membantu negara kita sendiri
8784,@syafatasyakamila349,Semangat prodak pembela Palestina kalian hebat,semangat prodak pembela palestina kalian hebat
8785,@imularymi7688,Berlebih,berlebih
8786,@RahmatAlfari-ni7by,Goblok ..heinz itu produk i ggris,goblok heinz itu produk ggris
8787,@irianietika7881,Kasihan mereka udah stock masa ga di beli sama juga mematikan anak bangsa sendiri..kenapa ga dari dulu aja kalau itu produk Israel kenapa bisa masuk..w besok tetep belanja apa yg biasa w beli,kasihan mereka udah stock masa ga di beli sama juga mematikan anak bangsa sendirikenapa ga dari dulu aja kalau itu produk israel kenapa bisa masukw besok tetep belanja apa yg biasa beli
8788,@fajarnugraha5695,"Bentuk dukungan itu berbeda jadi ga ada masalah, PHK dari jaman dulu aja udah banyak kaya ga tau aja,masalah boikot mah terserah lu pada kan itu uang lo,mau pake beli Amer juga ga da yg larang,",bentuk dukungan itu berbeda jadi ga ada masalah phk dari jaman dulu aja udah banyak kaya ga tau ajamasalah boikot mah terserah lu pada kan itu uang lomau pake beli amer juga ga da yg larang
8789,@joniabidin8383,"et dah..jadi bingung sama yg boikot,lu main hp juga googlenya dari yahudi.",et dahjadi bingung sama yg boikotlu main hp juga googlenya dari yahudi
8790,@akmad1216,"Ketinggalan berita ngegas.yg di boikot itu perusahaan yg terbukti membantu israel.contoh nya lemineral,Aqua,dan Cleo sama sama Prancis,tapi Aqua membntu Israel,jadi nya kena boikot.paham kan wak smape sini",ketinggalan berita ngegasyg di boikot itu perusahaan yg terbukti membantu israelcontoh nya lemineralaquadan cleo sama sama prancistapi aqua membntu israeljadi nya kena boikotpaham kan wak smape sini
8791,@jhsilaban279,Sipaling boikot,sipaling boikot
8792,@henryastanto7688,"Kalau boikot banyak saudara kita yang kerja ditempat itu, kalau kena PHK apa kamu mau menghidupi anak istrinya 🤦🤦🤦🤦🤦",kalau boikot banyak saudara kita yang kerja ditempat itu kalau kena phk apa kamu mau menghidupi anak istrinya
8793,@m.faisalmaulana1634,Setuju,setuju
8794,@arratyarraarratyarra4312,tolol,tolol
8795,@Winolop1,Hancur lebur kau israel,hancur lebur kau israel
8796,@lif673,Lele juga,lele juga
8797,@drmspeed1641,Hadehhhh....saya mah bebas...uang uang saya....tujuan saya karena kebutuhan bukan karena bantu Israel...,hadehhhhsaya mah bebasuang uang sayatujuan saya karena kebutuhan bukan karena bantu israel
8798,@Catur.Sulistiyono2008,"Mari kita boikot produk israel, goggle, android, internet, whatsup  instagram... Jangan biarkan anak cucu kita menakainya",mari kita boikot produk israel goggle android internet whatsup instagram jangan biarkan anak cucu kita menakainya
8799,@alvaro7044,Masako produk jepang... Sama2 pendukung israel. Ente tuh memang kadang kadang ente,masako produk jepang sama pendukung israel ente tuh memang kadang kadang ente
8800,@bangrull1770,Beli semuanya ngpain tolol kek klian,beli semuanya ngpain tolol kek klian
8801,@ghozalighozali3413,Ayo dukung boikot semua produk yg terafiliasi dgn Israel si La\'natulloh.,ayo dukung boikot semua produk yg terafiliasi dgn israel si lanatulloh
8802,@animegamigfunnyandhappy2626,"1 Kb Kuota anda juga merupakan bentuk dukungan pembelian senjata Israel, Thank You",kb kuota anda juga merupakan bentuk dukungan pembelian senjata israel thank you
8803,@safee42,Sekolah lagi bro biar pinter😅,sekolah lagi bro biar pinter
8804,@nurafike279,Meskipun produk Israel tapi bermanfaat besar bagi orang Indonesia....yg kita GK suka itu oknum sipil israel atau militer2 yg memerangi palestina .. tapi KL produknya itu bermanfaat bagi sebagian besar orang Indonesia... ya solusinya kita berdo\'a untuk kemerdekaan Palestina.. dan KL kita termasuk orang yg banyak cuan ya disumbangkan saja ke saudara kita yg ada di Palestina ...,meskipun produk israel tapi bermanfaat besar bagi orang indonesiayg kita gk suka itu oknum sipil israel atau militer yg memerangi palestina tapi kl produknya itu bermanfaat bagi sebagian besar orang indonesia ya solusinya kita berdoa untuk kemerdekaan palestina dan kl kita termasuk orang yg banyak cuan ya disumbangkan saja ke saudara kita yg ada di palestina
8805,@daffachannel252,"Ga masalah klo pake produk Israhell utk memerangi mereka sendiri..misal pake IG utk menyuarakan free Palestine..itu wajib malahan..spt zaman dulu Rasul mendpt ghanimah/rampasan perang ketika perang,tdk dibuang,tp dijual utk mdanai perang lagi,atw digunakan utk perang..Yg HARAM adalah membeli produk,/barang2 yg berhub/berafiliasi dgn mreka,yg hasil keuntungannya utk mbantai saudara2 kita sesama Muslim .",ga masalah klo pake produk israhell utk memerangi mereka sendirimisal pake ig utk menyuarakan free palestineitu wajib malahanspt zaman dulu rasul mendpt ghanimahrampasan perang ketika perangtdk dibuangtp dijual utk mdanai perang lagiatw digunakan utk perangyg haram adalah membeli produkbarang yg berhubberafiliasi dgn mrekayg hasil keuntungannya utk mbantai saudara kita sesama muslim
8806,@animegamigfunnyandhappy2626,@@nurafike279 gua setuju..,gua setuju
8807,@animegamigfunnyandhappy2626,"@@daffachannel252 Not apple to apple, Jaman dahulu rampasan jadi hak milik bagi pemenang, hasil rampasan menjadi omset pemenang, nah ini semakin banyak lu ngabisin Kuota, Mereka semakin cuan.",not apple to apple jaman dahulu rampasan jadi hak milik bagi pemenang hasil rampasan menjadi omset pemenang nah ini semakin banyak lu ngabisin kuota mereka semakin cuan
8808,@horizon-lb8sh,"Gile,banyak kali produk israelkll😢",gilebanyak kali produk israelkll
8809,@nivalkeren3398,Sudahkah kalian berfikir dampak tersebut... Ribuan bahkan ratusan ribu karyawan yg bekerja sebagai buruh pabrik di produk yg di boikot mereka punya keluarga pula... Sebelum Asala boikot liat dampak nya dulu Kita memang cinta palestina tpi bagaimana dengan sodara negri kita yg terkena dampak boikot tersebut... Saya yakin akan kuasa dzat yg maha sempurna Agama Allah akan menang pada waktunya,sudahkah kalian berfikir dampak tersebut ribuan bahkan ratusan ribu karyawan yg bekerja sebagai buruh pabrik di produk yg di boikot mereka punya keluarga pula sebelum asala boikot liat dampak nya dulu kita memang cinta palestina tpi bagaimana dengan sodara negri kita yg terkena dampak boikot tersebut saya yakin akan kuasa dzat yg maha sempurna agama allah akan menang pada waktunya
8810,@kingpower960,"Jagan lupa boikot komputer, elektronik canggih dan senjata buatan Israel dan AS... 😂😂😂😂",jagan lupa boikot komputer elektronik canggih dan senjata buatan israel dan as
8811,@Johny-yp9qz,"Yang bikin konten itu, sebaiknya menyadari fikiran nya! Terimakasih,",yang bikin konten itu sebaiknya menyadari fikiran nya terimakasih
8812,@dapinkutir7976,harus x pemerintak tidak impor dri israel,harus pemerintak tidak impor dri israel
8813,@Johny-yp9qz,"Sebaiknya bijaksana, itu produk Indonesia/ nusantara, pekerjaan /karyawan kasian tau, itu anak bangsa Indonesia, boikot yg jenis import , pabrik di Indonesia/nusantara bikin ekonomi negara Indonesia..... Alasanya banyak! Sebaiknya berbijak dalam fikiran masing-masing. Tetap menghargai negara lain, di guncang guncang tidak enak, damai di hati terimakasih",sebaiknya bijaksana itu produk indonesia nusantara pekerjaan karyawan kasian tau itu anak bangsa indonesia boikot yg jenis import pabrik di indonesianusantara bikin ekonomi negara indonesia alasanya banyak sebaiknya berbijak dalam fikiran masingmasing tetap menghargai negara lain di guncang guncang tidak enak damai di hati terimakasih
8814,@Ibud19,"Boikot itu cuma anjuran bukan aturan yang harus dilaksanakan, jd aksi boikot ini sudah sangat bijaksana.",boikot itu cuma anjuran bukan aturan yang harus dilaksanakan jd aksi boikot ini sudah sangat bijaksana
8815,@baron7233,@@Ibud19 gimana mau disebut hanya anjuran klo MUI aja udah bikin fatwa haram,gimana mau disebut hanya anjuran klo mui aja udah bikin fatwa haram
8816,@yoga_satria13,"😂😂 iya bener,mereka danone,unilever cuma punya saham doang,kalau emang bener dukung patungan,trus duit yg ke kumpul trus kasih ke pemerintah akusisi lagi aqua biar milik lagi indo,beli saham saham unilever saham danone,kalau boikot gini karyawan nangis bos bos nya masih pada ketawa di kantor pusat nya, Gua juga dri 2010 slalu dukung palestina di satu sisi kasihan sama warga palestina satu sisi kasian sama karyawan karyawan indonesia, Pemikiran gua bikin donasi aja akusisi saham saham danone dan unilever,mungkin ada kejadian gini saham mereka bisa anjlok nah tu beli.",iya benermereka danoneunilever cuma punya saham doangkalau emang bener dukung patungantrus duit yg ke kumpul trus kasih ke pemerintah akusisi lagi aqua biar milik lagi indobeli saham saham unilever saham danonekalau boikot gini karyawan nangis bos bos nya masih pada ketawa di kantor pusat nya gua juga dri slalu dukung palestina di satu sisi kasihan sama warga palestina satu sisi kasian sama karyawan karyawan indonesia pemikiran gua bikin donasi aja akusisi saham saham danone dan unilevermungkin ada kejadian gini saham mereka bisa anjlok nah tu beli
8817,@user-ms6tm7ur6o,😂😂😂 hahaha... sodara penganguran tadi masih bisa makan alhmudlilah d palstine hanya menunggu bantuan dari negara2 lain buat makan ajah tetangga akah susah d palestine,hahaha sodara penganguran tadi masih bisa makan alhmudlilah palstine hanya menunggu bantuan dari negara lain buat makan ajah tetangga akah susah palestine
8818,@Johny-yp9qz,"@@user-ms6tm7ur6o sebaiknya bawa fikiran penghidupan maju, fikiran rajin cari uang, dan menabung, mandiri dalam fikiran sendiri, terimakasih ya",sebaiknya bawa fikiran penghidupan maju fikiran rajin cari uang dan menabung mandiri dalam fikiran sendiri terimakasih ya
8819,@haifaauliababygirl9743,Bagaimana para karyawannya yg akan berdampak phk 😢,bagaimana para karyawannya yg akan berdampak phk
8820,@fajarnugraha5695,"Tenang aja selama belum di boikot pemerintah aman aman aja,strategi marketing mereka kan udah level dewa",tenang aja selama belum di boikot pemerintah aman aman ajastrategi marketing mereka kan udah level dewa
8821,@semangkasemangka5037,"Islam apbabi bangsat sekalian TAHU N TEMPE JNGN DI MAKAN YG MASIH MAKAN SAMA KEK BABI GAK PUNYA MALU ,KEDELAI NYA ASLI DARI AMERIKA PENDUKUNG ISRAEL ,,",islam apbabi bangsat sekalian tahu tempe jngn di makan yg masih makan sama kek babi gak punya malu kedelai nya asli dari amerika pendukung israel
8822,@AzamNizam-on1lt,Saya nyimak aja ga bisa komen. Cuman saya cuma.berpesan tumbuhkanlah dahulu rasa kemanusian kita terhadap sesama manusia. Kekuatan penyedia alusista perang Dikarnakan banjirnya aliran dana berbagai bidang perdagangan dll. Yg menunjang suatu negara. Kenapa memboikot perdagangan israel. Supaya lemah pasokan keuwangannya. Dan ini jg berlaku bukan cuman diNEGARA Indonesia saja ... Maaf jika salh berpesan😊😊😊 Salam satu jiwakemanusian.❤❤❤,saya nyimak aja ga bisa komen cuman saya cumaberpesan tumbuhkanlah dahulu rasa kemanusian kita terhadap sesama manusia kekuatan penyedia alusista perang dikarnakan banjirnya aliran dana berbagai bidang perdagangan dll yg menunjang suatu negara kenapa memboikot perdagangan israel supaya lemah pasokan keuwangannya dan ini jg berlaku bukan cuman dinegara indonesia saja maaf jika salh berpesan salam satu jiwakemanusian
8823,@kangmashar1707,Emang AQUA produk israel ??,emang aqua produk israel
8824,@gunawanawan4189,Knp di tv masih di iklankan...,knp di tv masih di iklankan
8825,@idcashflow,"ya elah, dari dulu jg begini, ga ngaruh apa2 koq",ya elah dari dulu jg begini ga ngaruh apa koq
8826,@whenyougetup74,"Alhamdulilah semakin banyak yang terpanggil untuk setidaknya melawan zionist yahudi, walaupun dengan cara² yang sangat sederhana, semoga cara sederhana ini bisa meruntuhkan kesombongan zionist yahudi, kaum yang telah Allah laknat. Kaum yang Allah telah janjikan akan dimusnahkan bahkan batu dan pohon pun memusuhinya",alhamdulilah semakin banyak yang terpanggil untuk setidaknya melawan zionist yahudi walaupun dengan cara yang sangat sederhana semoga cara sederhana ini bisa meruntuhkan kesombongan zionist yahudi kaum yang telah allah laknat kaum yang allah telah janjikan akan dimusnahkan bahkan batu dan pohon pun memusuhinya
8827,@roncungbbc1191,"Klu itu kita lakukan seperti yg dividio ini yakinlah.... perekonomian yg akan hancur, dan phk besar""an",klu itu kita lakukan seperti yg dividio ini yakinlah perekonomian yg akan hancur dan phk besaran
8828,@hermandoang3220,Bodoh...😂,bodoh
8829,@kholilahmad1455,Kecap Bango perasaan dari Indonesia,kecap bango perasaan dari indonesia
8830,@qiu-qiuchannel9080,Kuat berapa lama gak pake produk israel,kuat berapa lama gak pake produk israel
8831,@user-vx3dm8lj5l,Klo ada barang2 produk israel yang diharamkan daripada dibuang bawa sini gua tampung barang2 haram itu.,klo ada barang produk israel yang diharamkan daripada dibuang bawa sini gua tampung barang haram itu
